session_id,round,concept_id,chapter,queried_within_k
13,4,基础概念与常识_4,基础概念与常识,0
13,3,Spring_3,Spring,0
13,2,Spring_2,Spring,0
13,1,变量_1,变量,0
14,2,面向对象基础_2,面向对象基础,0
14,3,JVM_3,JVM,0
14,1,集合_1,集合,1
14,3,注解_3,注解,0
14,1,泛型_1,泛型,0
15,2,I/O_2,I/O,0
15,1,I/O_1,I/O,0
15,3,Object_3,Object,0
15,1,注解_1,注解,0
15,1,SPI_1,SPI,0
16,2,注解_2,注解,0
16,2,系统设计_2,系统设计,0
16,4,反射_4,反射,0
16,2,并发_2,并发,0
17,6,变量_6,变量,0
17,3,数据库_3,数据库,0
17,5,数据库_5,数据库,0
17,1,I/O_1,I/O,0
17,2,Object_2,Object,0
17,3,基础概念与常识_3,基础概念与常识,1
18,3,I/O_3,I/O,0
18,1,Object_1,Object,0
18,3,变量_3,变量,0
18,1,I/O_1,I/O,0
19,1,方法_1,方法,1
19,1,Spring_1,Spring,0
19,2,系统设计_2,系统设计,0
20,8,反射_8,反射,0
20,3,基本语法_3,基本语法,0
20,8,I/O_8,I/O,0
20,8,异常_8,异常,0
20,4,泛型_4,泛型,1
20,2,异常_2,异常,1
20,6,异常_6,异常,0
20,7,数据库_7,数据库,0
21,1,变量_1,变量,1
21,6,泛型_6,泛型,0
21,1,序列化和反序列化_1,序列化和反序列化,1
21,6,方法_6,方法,0
21,1,I/O_1,I/O,0
21,2,反射_2,反射,0
21,5,数据库_5,数据库,0
21,2,异常_2,异常,0
22,5,数据库_5,数据库,0
22,4,Object_4,Object,0
22,8,SPI_8,SPI,0
22,2,String_2,String,0
23,1,Object_1,Object,0
23,2,JVM_2,JVM,0
23,4,注解_4,注解,0
23,4,反射_4,反射,0
23,4,String_4,String,0
23,2,序列化和反序列化_2,序列化和反序列化,0
23,1,序列化和反序列化_1,序列化和反序列化,0
23,3,数据库_3,数据库,0
24,4,SPI_4,SPI,0
24,6,注解_6,注解,0
24,2,反射_2,反射,0
24,3,反射_3,反射,0
24,1,基本语法_1,基本语法,0
25,5,String_5,String,0
25,6,方法_6,方法,0
25,1,String_1,String,0
25,5,注解_5,注解,0
25,5,Spring_5,Spring,0
25,2,String_2,String,0
25,5,Object_5,Object,0
25,7,JVM_7,JVM,0
26,2,I/O_2,I/O,0
26,7,泛型_7,泛型,0
26,4,基本语法_4,基本语法,0
27,1,集合_1,集合,0
27,1,异常_1,异常,0
27,6,基本语法_6,基本语法,0
27,5,Spring_5,Spring,0
27,3,系统设计_3,系统设计,0
27,2,方法_2,方法,0
27,2,系统设计_2,系统设计,1
28,2,变量_2,变量,0
28,3,数据库_3,数据库,0
28,3,Object_3,Object,0
28,1,数据库_1,数据库,0
28,5,基本语法_5,基本语法,0
28,1,Object_1,Object,1
29,2,Spring_2,Spring,0
29,3,面向对象基础_3,面向对象基础,0
29,3,Object_3,Object,0
29,2,基本数据类型_2,基本数据类型,0
29,3,JVM_3,JVM,0
29,4,SPI_4,SPI,0
29,3,集合_3,集合,0
30,3,SPI_3,SPI,0
30,2,泛型_2,泛型,0
30,1,系统设计_1,系统设计,0
31,1,SPI_1,SPI,0
31,2,系统设计_2,系统设计,0
31,3,集合_3,集合,0
32,3,反射_3,反射,0
32,3,Spring_3,Spring,0
32,4,系统设计_4,系统设计,0
32,1,Object_1,Object,0
33,4,系统设计_4,系统设计,0
33,1,基础概念与常识_1,基础概念与常识,0
33,3,面向对象基础_3,面向对象基础,0
33,6,系统设计_6,系统设计,0
33,2,数据库_2,数据库,0
33,5,异常_5,异常,0
33,5,基础概念与常识_5,基础概念与常识,0
33,1,Object_1,Object,0
34,2,SPI_2,SPI,0
34,1,基本数据类型_1,基本数据类型,0
34,5,SPI_5,SPI,0
34,2,异常_2,异常,1
34,2,String_2,String,0
34,3,基本数据类型_3,基本数据类型,0
34,1,基本数据类型_1,基本数据类型,0
34,2,I/O_2,I/O,0
35,1,基本数据类型_1,基本数据类型,0
35,5,异常_5,异常,0
35,5,面向对象基础_5,面向对象基础,0
35,2,JVM_2,JVM,1
35,2,异常_2,异常,0
35,1,JVM_1,JVM,0
35,3,异常_3,异常,0
35,2,系统设计_2,系统设计,0
36,1,序列化和反序列化_1,序列化和反序列化,0
36,1,注解_1,注解,0
36,2,反射_2,反射,0
36,4,基本数据类型_4,基本数据类型,0
37,2,I/O_2,I/O,1
37,1,反射_1,反射,0
37,4,方法_4,方法,0
37,3,Object_3,Object,0
37,3,基本数据类型_3,基本数据类型,0
38,5,序列化和反序列化_5,序列化和反序列化,0
38,6,SPI_6,SPI,0
38,3,基础概念与常识_3,基础概念与常识,1
38,1,系统设计_1,系统设计,1
38,2,基本语法_2,基本语法,1
38,3,String_3,String,0
38,1,集合_1,集合,0
38,4,基本数据类型_4,基本数据类型,0
39,3,异常_3,异常,0
39,5,Spring_5,Spring,0
39,1,序列化和反序列化_1,序列化和反序列化,0
39,5,反射_5,反射,0
39,3,String_3,String,0
39,4,基础概念与常识_4,基础概念与常识,0
39,5,SPI_5,SPI,0
39,2,基本数据类型_2,基本数据类型,0
40,1,方法_1,方法,1
40,3,方法_3,方法,0
40,3,泛型_3,泛型,0
40,3,并发_3,并发,0
40,3,并发_3,并发,0
40,3,异常_3,异常,0
41,4,并发_4,并发,0
41,5,面向对象基础_5,面向对象基础,0
41,2,异常_2,异常,0
41,6,序列化和反序列化_6,序列化和反序列化,0
41,6,JVM_6,JVM,0
42,3,序列化和反序列化_3,序列化和反序列化,0
42,1,并发_1,并发,1
42,3,反射_3,反射,0
42,4,基本语法_4,基本语法,0
42,3,数据库_3,数据库,0
42,4,数据库_4,数据库,0
42,2,Spring_2,Spring,0
43,2,Object_2,Object,0
43,3,Spring_3,Spring,1
43,5,方法_5,方法,0
43,1,I/O_1,I/O,0
43,3,I/O_3,I/O,0
43,2,面向对象基础_2,面向对象基础,0
44,1,I/O_1,I/O,0
44,4,集合_4,集合,0
44,7,Object_7,Object,0
45,4,变量_4,变量,0
45,2,序列化和反序列化_2,序列化和反序列化,0
45,4,序列化和反序列化_4,序列化和反序列化,0
45,2,面向对象基础_2,面向对象基础,0
45,1,泛型_1,泛型,1
45,4,I/O_4,I/O,0
46,6,Spring_6,Spring,0
46,4,String_4,String,0
46,5,I/O_5,I/O,0
46,1,数据库_1,数据库,0
47,4,Spring_4,Spring,0
47,3,数据库_3,数据库,0
47,4,SPI_4,SPI,0
47,4,JVM_4,JVM,0
48,7,注解_7,注解,0
48,4,系统设计_4,系统设计,0
48,7,I/O_7,I/O,0
48,7,变量_7,变量,0
48,3,Spring_3,Spring,0
48,4,变量_4,变量,0
48,2,系统设计_2,系统设计,0
48,4,Object_4,Object,0
49,3,I/O_3,I/O,0
49,3,方法_3,方法,0
49,3,SPI_3,SPI,0
49,1,面向对象基础_1,面向对象基础,0
49,2,I/O_2,I/O,0
49,4,面向对象基础_4,面向对象基础,0
49,2,Object_2,Object,0
49,4,异常_4,异常,1
50,5,数据库_5,数据库,0
50,4,String_4,String,0
50,2,异常_2,异常,1
50,4,基本语法_4,基本语法,0
50,6,基础概念与常识_6,基础概念与常识,0
51,4,注解_4,注解,0
51,1,基本数据类型_1,基本数据类型,1
51,3,序列化和反序列化_3,序列化和反序列化,0
51,4,SPI_4,SPI,0
51,6,SPI_6,SPI,0
51,5,I/O_5,I/O,0
51,4,I/O_4,I/O,0
52,4,注解_4,注解,0
52,1,序列化和反序列化_1,序列化和反序列化,0
52,3,序列化和反序列化_3,序列化和反序列化,0
52,6,JVM_6,JVM,0
52,7,数据库_7,数据库,0
53,5,SPI_5,SPI,1
53,1,序列化和反序列化_1,序列化和反序列化,0
53,5,基本语法_5,基本语法,0
53,6,基础概念与常识_6,基础概念与常识,0
54,6,异常_6,异常,0
54,2,数据库_2,数据库,0
54,2,String_2,String,1
55,4,方法_4,方法,0
55,2,数据库_2,数据库,0
55,3,方法_3,方法,0
55,4,系统设计_4,系统设计,0
55,4,系统设计_4,系统设计,0
56,2,基础概念与常识_2,基础概念与常识,0
56,3,SPI_3,SPI,0
56,1,基本数据类型_1,基本数据类型,0
57,6,Object_6,Object,0
57,6,String_6,String,0
57,1,I/O_1,I/O,0
57,2,基础概念与常识_2,基础概念与常识,0
58,2,I/O_2,I/O,0
58,2,注解_2,注解,0
58,6,泛型_6,泛型,0
58,5,反射_5,反射,0
58,4,系统设计_4,系统设计,0
58,7,基本数据类型_7,基本数据类型,0
58,2,集合_2,集合,1
59,1,并发_1,并发,0
59,1,基本语法_1,基本语法,0
59,1,并发_1,并发,0
60,6,序列化和反序列化_6,序列化和反序列化,0
60,4,反射_4,反射,0
60,1,基本语法_1,基本语法,1
60,6,变量_6,变量,0
60,2,泛型_2,泛型,0
60,6,并发_6,并发,0
60,6,集合_6,集合,0
61,7,基本语法_7,基本语法,0
61,7,String_7,String,0
61,3,SPI_3,SPI,0
62,3,基本数据类型_3,基本数据类型,0
62,1,Spring_1,Spring,1
62,3,方法_3,方法,0
62,1,异常_1,异常,0
62,2,泛型_2,泛型,0
62,2,基本数据类型_2,基本数据类型,0
63,4,面向对象基础_4,面向对象基础,0
63,4,JVM_4,JVM,0
63,3,集合_3,集合,0
63,4,数据库_4,数据库,0
63,4,基本语法_4,基本语法,0
63,3,方法_3,方法,0
63,2,Object_2,Object,0
63,3,数据库_3,数据库,0
64,4,基本语法_4,基本语法,0
64,4,方法_4,方法,0
64,1,注解_1,注解,0
64,3,JVM_3,JVM,0
65,2,基本数据类型_2,基本数据类型,0
65,3,方法_3,方法,0
65,3,集合_3,集合,0
65,3,SPI_3,SPI,0
65,1,Spring_1,Spring,0
65,2,Object_2,Object,1
66,4,注解_4,注解,0
66,2,注解_2,注解,0
66,4,数据库_4,数据库,0
66,1,Object_1,Object,0
67,2,序列化和反序列化_2,序列化和反序列化,0
67,6,I/O_6,I/O,0
67,3,基本语法_3,基本语法,0
67,3,注解_3,注解,0
67,5,Spring_5,Spring,0
68,2,SPI_2,SPI,0
68,2,基本数据类型_2,基本数据类型,0
68,3,数据库_3,数据库,0
68,2,并发_2,并发,0
68,2,I/O_2,I/O,0
69,2,方法_2,方法,0
69,1,SPI_1,SPI,0
69,2,反射_2,反射,0
70,6,注解_6,注解,0
70,3,基本语法_3,基本语法,1
70,5,集合_5,集合,0
70,3,泛型_3,泛型,0
71,2,I/O_2,I/O,0
71,2,JVM_2,JVM,0
71,2,基础概念与常识_2,基础概念与常识,0
71,3,SPI_3,SPI,0
72,3,String_3,String,0
72,1,SPI_1,SPI,0
72,3,面向对象基础_3,面向对象基础,0
72,6,注解_6,注解,0
73,1,基本语法_1,基本语法,0
73,3,注解_3,注解,0
73,4,数据库_4,数据库,0
74,2,String_2,String,0
74,3,注解_3,注解,0
74,1,Object_1,Object,0
74,4,注解_4,注解,0
74,1,基本语法_1,基本语法,0
75,1,面向对象基础_1,面向对象基础,0
75,2,基本语法_2,基本语法,0
75,3,Object_3,Object,0
75,2,泛型_2,泛型,0
75,5,异常_5,异常,0
75,5,集合_5,集合,0
75,5,I/O_5,I/O,0
75,5,序列化和反序列化_5,序列化和反序列化,0
76,4,并发_4,并发,0
76,5,异常_5,异常,0
76,3,基本语法_3,基本语法,1
76,5,String_5,String,0
76,5,泛型_5,泛型,0
76,2,变量_2,变量,0
77,3,Object_3,Object,0
77,2,I/O_2,I/O,1
77,2,SPI_2,SPI,0
77,1,JVM_1,JVM,0
78,4,数据库_4,数据库,0
78,5,注解_5,注解,0
78,3,String_3,String,0
79,3,并发_3,并发,0
79,6,数据库_6,数据库,0
79,1,I/O_1,I/O,0
79,3,变量_3,变量,0
80,2,泛型_2,泛型,0
80,3,I/O_3,I/O,0
80,3,面向对象基础_3,面向对象基础,0
80,2,面向对象基础_2,面向对象基础,0
