session_id,round,action,reward,split
53,7,terminate,0.8986999999999999,train
53,7,terminate,0.92015,train
53,7,terminate,0.9164,train
53,7,terminate,0.9206,train
53,7,terminate,0.9211,train
53,7,terminate,0.9242999999999999,train
53,7,terminate,0.9327,train
54,7,terminate,0.9077,test
54,7,terminate,0.8926999999999999,test
54,7,terminate,0.8959999999999999,test
54,7,terminate,0.8942,test
54,7,terminate,0.9057999999999999,test
54,7,terminate,0.9134,test
54,7,terminate,0.9154,test
55,11,terminate,0.8447,train
55,11,terminate,0.85385,train
55,11,terminate,0.8674999999999999,train
55,11,terminate,0.8923,train
55,11,terminate,0.8978999999999999,train
55,11,terminate,0.9075,train
55,11,terminate,0.9033,train
55,11,terminate,0.8986999999999999,train
55,11,terminate,0.8776999999999999,train
55,11,terminate,0.867,train
55,11,terminate,0.8603,train
56,11,terminate,0.8272999999999999,train
56,11,terminate,0.86615,train
56,11,terminate,0.8724,train
56,11,terminate,0.885,train
56,11,terminate,0.8782,train
56,11,terminate,0.8716999999999999,train
56,11,terminate,0.8825,train
56,11,terminate,0.8839999999999999,train
56,11,terminate,0.8826999999999999,train
56,11,terminate,0.8785,train
56,11,terminate,0.867,train
57,11,terminate,0.8651,train
57,11,terminate,0.8744,train
57,11,terminate,0.8845,train
57,11,terminate,0.8875,train
57,11,terminate,0.8885,train
57,11,terminate,0.8785999999999999,train
57,11,terminate,0.8717999999999999,train
57,11,terminate,0.8724999999999999,train
57,11,terminate,0.8743,train
57,11,terminate,0.8716999999999999,train
57,11,terminate,0.8629,train
58,10,terminate,0.839,train
58,10,terminate,0.8787499999999999,train
58,10,terminate,0.8904,train
58,10,terminate,0.9181999999999999,train
58,10,terminate,0.9034,train
58,10,terminate,0.9031,train
58,10,terminate,0.8981,train
58,10,terminate,0.8935,train
58,10,terminate,0.8874,train
58,10,terminate,0.8747,train
59,7,terminate,0.8753,train
59,7,terminate,0.8864,train
59,7,terminate,0.9008999999999999,train
59,7,terminate,0.9054,train
59,7,terminate,0.9025,train
59,7,terminate,0.8963,train
59,7,terminate,0.8993,train
60,11,terminate,0.8963,val
60,11,terminate,0.88625,val
60,11,terminate,0.8897999999999999,val
60,11,terminate,0.8882,val
60,11,terminate,0.8976999999999999,val
60,11,terminate,0.9072,val
60,11,terminate,0.9097999999999999,val
60,11,terminate,0.9027,val
60,11,terminate,0.9007999999999999,val
60,11,terminate,0.8926,val
60,11,terminate,0.9035,val
61,9,terminate,0.9007999999999999,train
61,9,terminate,0.91655,train
61,9,terminate,0.9138999999999999,train
61,9,terminate,0.9157,train
61,9,terminate,0.9119999999999999,train
61,9,terminate,0.9187,train
61,9,terminate,0.9275,train
61,9,terminate,0.9206,train
61,9,terminate,0.9240999999999999,train
62,10,terminate,0.9275,train
62,10,terminate,0.9219499999999999,train
62,10,terminate,0.9225,train
62,10,terminate,0.9277,train
62,10,terminate,0.9268,train
62,10,terminate,0.9327,train
62,10,terminate,0.9299999999999999,train
62,10,terminate,0.9359999999999999,train
62,10,terminate,0.9178999999999999,train
62,10,terminate,0.9166,train
63,10,terminate,0.9023,train
63,10,terminate,0.9028999999999999,train
63,10,terminate,0.9192,train
63,10,terminate,0.9322999999999999,train
63,10,terminate,0.9321999999999999,train
63,10,terminate,0.9313,train
63,10,terminate,0.9216,train
63,10,terminate,0.9160999999999999,train
63,10,terminate,0.9118999999999999,train
63,10,terminate,0.9176,train
64,4,terminate,0.8977999999999999,train
64,4,terminate,0.8843,train
64,4,terminate,0.8839999999999999,train
64,4,terminate,0.8785999999999999,train
65,8,terminate,0.8924,train
65,8,terminate,0.8847499999999999,train
65,8,terminate,0.88,train
65,8,terminate,0.8714,train
65,8,terminate,0.8836999999999999,train
65,8,terminate,0.8853,train
65,8,terminate,0.8913,train
65,8,terminate,0.8852,train
66,11,terminate,0.8623999999999999,train
66,11,terminate,0.87605,train
66,11,terminate,0.8771,train
66,11,terminate,0.8854,train
66,11,terminate,0.8840999999999999,train
66,11,terminate,0.8835,train
66,11,terminate,0.8875,train
66,11,terminate,0.88,train
66,11,terminate,0.8761,train
66,11,terminate,0.8675999999999999,train
66,11,terminate,0.8802,train
67,11,terminate,0.9322999999999999,val
67,11,terminate,0.9321499999999999,val
67,11,terminate,0.9228999999999999,val
67,11,terminate,0.9138999999999999,val
67,11,terminate,0.9072,val
67,11,terminate,0.9086,val
67,11,terminate,0.9045,val
67,11,terminate,0.8931,val
67,11,terminate,0.8983,val
67,11,terminate,0.9094,val
67,11,terminate,0.9240999999999999,val
68,11,terminate,0.9266,train
68,11,terminate,0.9051499999999999,train
68,11,terminate,0.8988999999999999,train
68,11,terminate,0.8813,train
68,11,terminate,0.8878999999999999,train
68,11,terminate,0.8963,train
68,11,terminate,0.9077,train
68,11,terminate,0.8963,train
68,11,terminate,0.9013,train
68,11,terminate,0.9027,train
68,11,terminate,0.9087999999999999,train
69,10,terminate,0.8614999999999999,train
69,10,terminate,0.88535,train
69,10,terminate,0.8958999999999999,train
69,10,terminate,0.9178,train
69,10,terminate,0.9162999999999999,train
69,10,terminate,0.9158,train
69,10,terminate,0.9026,train
69,10,terminate,0.8942,train
69,10,terminate,0.8911,train
69,10,terminate,0.8991,train
70,7,terminate,0.9250999999999999,train
70,7,terminate,0.89195,train
70,7,terminate,0.9025,train
70,7,terminate,0.8894,train
70,7,terminate,0.8974,train
70,7,terminate,0.8845999999999999,train
70,7,terminate,0.8798999999999999,train
71,8,terminate,0.8633,train
71,8,terminate,0.8896999999999999,train
71,8,terminate,0.8984,train
71,8,terminate,0.9155,train
71,8,terminate,0.9122,train
71,8,terminate,0.9106,train
71,8,terminate,0.9077,train
71,8,terminate,0.9065,train
72,9,terminate,0.8563999999999999,test
72,9,terminate,0.88505,test
72,9,terminate,0.8974,test
72,9,terminate,0.9168,test
72,9,terminate,0.9186,test
72,9,terminate,0.9168,test
72,9,terminate,0.9161999999999999,test
72,9,terminate,0.9155,test
72,9,terminate,0.9117,test
73,7,terminate,0.9062,val
73,7,terminate,0.90425,val
73,7,terminate,0.9220999999999999,val
73,7,terminate,0.9188999999999999,val
73,7,terminate,0.9369,val
73,7,terminate,0.9188999999999999,val
73,7,terminate,0.9194,val
74,7,terminate,0.9254,train
74,7,terminate,0.93245,train
74,7,terminate,0.9351999999999999,train
74,7,terminate,0.941,train
74,7,terminate,0.9435,train
74,7,terminate,0.9447,train
74,7,terminate,0.9367999999999999,train
75,11,terminate,0.9139999999999999,train
75,11,terminate,0.9009499999999999,train
75,11,terminate,0.9018999999999999,train
75,11,terminate,0.9079999999999999,train
75,11,terminate,0.9122,train
75,11,terminate,0.9074,train
75,11,terminate,0.9077,train
75,11,terminate,0.9185,train
75,11,terminate,0.9346,train
75,11,terminate,0.9420999999999999,train
75,11,terminate,0.9322999999999999,train
76,11,terminate,0.8920999999999999,train
76,11,terminate,0.90755,train
76,11,terminate,0.9057999999999999,train
76,11,terminate,0.9075,train
76,11,terminate,0.9069999999999999,train
76,11,terminate,0.9093,train
76,11,terminate,0.9168,train
76,11,terminate,0.9132,train
76,11,terminate,0.9188,train
76,11,terminate,0.9141999999999999,train
76,11,terminate,0.9148999999999999,train
77,7,terminate,0.8857999999999999,test
77,7,terminate,0.90455,test
77,7,terminate,0.9047,test
77,7,terminate,0.9286,test
77,7,terminate,0.9166,test
77,7,terminate,0.9256,test
77,7,terminate,0.9048999999999999,test
78,9,terminate,0.8702,train
78,9,terminate,0.8926999999999999,train
78,9,terminate,0.9022,train
78,9,terminate,0.9253,train
78,9,terminate,0.9245,train
78,9,terminate,0.9256,train
78,9,terminate,0.9316,train
78,9,terminate,0.9347,train
78,9,terminate,0.9459,train
79,4,continue,0.7263636363636363,train
79,4,continue,0.7286136363636364,train
79,4,continue,0.7263636363636363,train
79,4,continue,0.7266136363636364,train
79,11,terminate,0.9402999999999999,train
79,11,terminate,0.9289,train
79,11,terminate,0.9367999999999999,train
79,11,terminate,0.9425999999999999,train
79,11,terminate,0.9315,train
79,11,terminate,0.9081999999999999,train
79,11,terminate,0.8999999999999999,train
80,10,terminate,0.9044,train
80,10,terminate,0.9223999999999999,train
80,10,terminate,0.9229999999999999,train
80,10,terminate,0.9411999999999999,train
80,10,terminate,0.9426999999999999,train
80,10,terminate,0.9476,train
80,10,terminate,0.9496,train
80,10,terminate,0.9543999999999999,train
80,10,terminate,0.9476,train
80,10,terminate,0.9208999999999999,train
81,11,terminate,0.9632000000000001,train
81,11,terminate,0.9317,train
81,11,terminate,0.9303999999999999,train
81,11,terminate,0.9210999999999999,train
81,11,terminate,0.94,train
81,11,terminate,0.9349999999999999,train
81,11,terminate,0.9293,train
81,11,terminate,0.9227,train
81,11,terminate,0.9319,train
81,11,terminate,0.9332,train
81,11,terminate,0.9301999999999999,train
82,7,terminate,0.8882,val
82,7,terminate,0.8993,val
82,7,terminate,0.9068999999999999,val
82,7,terminate,0.9184,val
82,7,terminate,0.9120999999999999,val
82,7,terminate,0.9130999999999999,val
82,7,terminate,0.9084,val
83,10,terminate,0.8951,train
83,10,terminate,0.8813,train
83,10,terminate,0.8947999999999999,train
83,10,terminate,0.8948999999999999,train
83,10,terminate,0.9135,train
83,10,terminate,0.8985,train
83,10,terminate,0.9003,train
83,10,terminate,0.9025,train
83,10,terminate,0.9128,train
83,10,terminate,0.9227,train
84,7,terminate,0.8593999999999999,train
84,7,terminate,0.8889499999999999,train
84,7,terminate,0.9014,train
84,7,terminate,0.9204,train
84,7,terminate,0.9086,train
84,7,terminate,0.9108999999999999,train
84,7,terminate,0.9087,train
85,9,terminate,0.8836999999999999,val
85,9,terminate,0.9014,val
85,9,terminate,0.9098999999999999,val
85,9,terminate,0.9161999999999999,val
85,9,terminate,0.9133,val
85,9,terminate,0.9128999999999999,val
85,9,terminate,0.9136,val
85,9,terminate,0.9148,val
85,9,terminate,0.9149999999999999,val
86,6,terminate,0.9262999999999999,train
86,6,terminate,0.9056,train
86,6,terminate,0.9148,train
86,6,terminate,0.9205,train
86,6,terminate,0.9363999999999999,train
86,6,terminate,0.9429,train
87,9,terminate,0.9241999999999999,train
87,9,terminate,0.9169999999999999,train
87,9,terminate,0.9215,train
87,9,terminate,0.9254,train
87,9,terminate,0.9322999999999999,train
87,9,terminate,0.9357,train
87,9,terminate,0.9359,train
87,9,terminate,0.9438,train
87,9,terminate,0.9467,train
88,9,terminate,0.8936,train
88,9,terminate,0.9340999999999999,train
88,9,terminate,0.9426999999999999,train
88,9,terminate,0.9517,train
88,9,terminate,0.9349,train
88,9,terminate,0.9299999999999999,train
88,9,terminate,0.9351999999999999,train
88,9,terminate,0.9260999999999999,train
88,9,terminate,0.9107999999999999,train
89,9,terminate,0.8980999999999999,test
89,9,terminate,0.92855,test
89,9,terminate,0.9245,test
89,9,terminate,0.9321999999999999,test
89,9,terminate,0.9168,test
89,9,terminate,0.9206,test
89,9,terminate,0.9191,test
89,9,terminate,0.9217,test
89,9,terminate,0.9159999999999999,test
90,8,terminate,0.9391999999999999,train
90,8,terminate,0.9377,train
90,8,terminate,0.9378,train
90,8,terminate,0.946,train
90,8,terminate,0.9412999999999999,train
90,8,terminate,0.9518,train
90,8,terminate,0.9498,train
90,8,terminate,0.953,train
91,8,terminate,0.9134,val
91,8,terminate,0.9018499999999999,val
91,8,terminate,0.9179999999999999,val
91,8,terminate,0.9125,val
91,8,terminate,0.9122,val
91,8,terminate,0.8929,val
91,8,terminate,0.8907999999999999,val
91,8,terminate,0.8976,val
92,11,terminate,0.887,train
92,11,terminate,0.8959999999999999,train
92,11,terminate,0.9016,train
92,11,terminate,0.9059999999999999,train
92,11,terminate,0.9037,train
92,11,terminate,0.9117,train
92,11,terminate,0.9204,train
92,11,terminate,0.9228,train
92,11,terminate,0.9060999999999999,train
92,11,terminate,0.8986,train
92,11,terminate,0.8993,train
93,11,terminate,0.9058999999999999,train
93,11,terminate,0.8920999999999999,train
93,11,terminate,0.8911,train
93,11,terminate,0.8917999999999999,train
93,11,terminate,0.8958999999999999,train
93,11,terminate,0.9026,train
93,11,terminate,0.9064,train
93,11,terminate,0.9148999999999999,train
93,11,terminate,0.9219999999999999,train
93,11,terminate,0.9122,train
93,11,terminate,0.8984,train
94,9,terminate,0.9787999999999999,train
94,9,terminate,0.9449,train
94,9,terminate,0.9389,train
94,9,terminate,0.9290999999999999,train
94,9,terminate,0.9341999999999999,train
94,9,terminate,0.9359999999999999,train
94,9,terminate,0.9351999999999999,train
94,9,terminate,0.9365999999999999,train
94,9,terminate,0.9484999999999999,train
95,8,terminate,0.9190999999999999,train
95,8,terminate,0.9143,train
95,8,terminate,0.9176,train
95,8,terminate,0.9164,train
95,8,terminate,0.9264,train
95,8,terminate,0.9327,train
95,8,terminate,0.9458,train
95,8,terminate,0.9288,train
96,9,terminate,0.9146,val
96,9,terminate,0.92585,val
96,9,terminate,0.9308,val
96,9,terminate,0.9543999999999999,val
96,9,terminate,0.9527,val
96,9,terminate,0.959,val
96,9,terminate,0.942,val
96,9,terminate,0.9469,val
96,9,terminate,0.9317,val
97,7,terminate,0.8926999999999999,val
97,7,terminate,0.90425,val
97,7,terminate,0.9141999999999999,val
97,7,terminate,0.9381999999999999,val
97,7,terminate,0.9354,val
97,7,terminate,0.9361999999999999,val
97,7,terminate,0.9343999999999999,val
98,10,terminate,0.947,train
98,10,terminate,0.93785,train
98,10,terminate,0.9310999999999999,train
98,10,terminate,0.9301999999999999,train
98,10,terminate,0.9237,train
98,10,terminate,0.9215,train
98,10,terminate,0.9171,train
98,10,terminate,0.9316,train
